bloque,protocolo,metodo,muestras,rasgos_originales,silhouette_features,davies_bouldin_features,silhouette_tsne,davies_bouldin_tsne,nombre_corto
F8 exacto con 1000 audios,resultado8_deep_onmf_sin_descartar_menores_2s,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8,1000,5,0.2809438486957676,1.378301809973426,0.2601711750030517,1.375568783086334,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8
F8 + NNDSVD/NNDSVDa/NNDSVDar con 1000 audios,resultado8_deep_onmf_sin_descartar_menores_2s,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD,1000,5,0.2222776927214366,1.6785016556502488,0.1962313055992126,1.8932584376708423,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVD
F8 + NNDSVD/NNDSVDa/NNDSVDar con 1000 audios,resultado8_deep_onmf_sin_descartar_menores_2s,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDa,1000,5,0.2085322113383404,1.8875733466144595,0.2038288712501526,1.9698062425079697,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDa
F8 + NNDSVD/NNDSVDa/NNDSVDar con 1000 audios,resultado8_deep_onmf_sin_descartar_menores_2s,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar,1000,5,0.1793800697920072,1.9853035356620112,0.185898870229721,1.7452915120728385,resultado8_deep_onmf_sin_descartar_menores_2s__perfil_softmin_errores_f8 + NNDSVDar
Deep-ONMF mejorado + NNDSVD/NNDSVDa/NNDSVDar con 951 audios,Fiel al articulo,Deep-ONMF normal,951,7,0.0884138873812213,3.1704652327764498,0.1907327026128769,1.7910105910733591,Deep-ONMF normal
Deep-ONMF mejorado + NNDSVD/NNDSVDa/NNDSVDar con 951 audios,Fiel al articulo,Deep-ONMF mejorado,951,5,0.1828798340990359,2.2698923598117706,0.2065653055906295,2.0001072388886394,Deep-ONMF mejorado
Deep-ONMF mejorado + NNDSVD/NNDSVDa/NNDSVDar con 951 audios,Fiel al articulo,Deep-ONMF mejorado + NNDSVD,951,5,0.1847406931849457,2.3199050570537043,0.2433671802282333,1.7456324220235768,Deep-ONMF mejorado + NNDSVD
Deep-ONMF mejorado + NNDSVD/NNDSVDa/NNDSVDar con 951 audios,Fiel al articulo,Deep-ONMF mejorado + NNDSVDa,951,5,0.1616645875087433,2.70290773231904,0.2056173384189605,2.44202040145266,Deep-ONMF mejorado + NNDSVDa
Deep-ONMF mejorado + NNDSVD/NNDSVDa/NNDSVDar con 951 audios,Fiel al articulo,Deep-ONMF mejorado + NNDSVDar,951,5,0.1713332735400668,2.725444599183448,0.2223638147115707,2.386907845584959,Deep-ONMF mejorado + NNDSVDar
