distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
13-11-5,3,KNN,DeepONMF_H3,1,156,31,9,4,0.935,0.975,0.775,0.9454545454545454,0.875
13-11-5,3,KNN,DeepONMF_H3,2,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
13-11-5,3,KNN,DeepONMF_H3,3,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
13-11-5,3,KNN,DeepONMF_H3,4,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
13-11-5,3,KNN,DeepONMF_H3,5,159,31,9,1,0.95,0.99375,0.775,0.9464285714285714,0.884375
13-11-5,3,KNN,DeepONMF_W,1,145,32,8,15,0.885,0.90625,0.8,0.9477124183006536,0.853125
13-11-5,3,KNN,DeepONMF_W,2,145,37,3,15,0.91,0.90625,0.925,0.9797297297297297,0.915625
13-11-5,3,KNN,DeepONMF_W,3,145,34,6,15,0.895,0.90625,0.85,0.9602649006622517,0.878125
13-11-5,3,KNN,DeepONMF_W,4,144,36,4,16,0.9,0.9,0.9,0.972972972972973,0.9
13-11-5,3,KNN,DeepONMF_W,5,145,35,5,15,0.9,0.90625,0.875,0.9666666666666667,0.890625
13-11-5,3,SVM,DeepONMF_H3,1,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
13-11-5,3,SVM,DeepONMF_H3,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-11-5,3,SVM,DeepONMF_H3,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
13-11-5,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
13-11-5,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
13-11-5,3,SVM,DeepONMF_W,1,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
13-11-5,3,SVM,DeepONMF_W,2,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
13-11-5,3,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
13-11-5,3,SVM,DeepONMF_W,4,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
13-11-5,3,SVM,DeepONMF_W,5,145,36,4,15,0.905,0.90625,0.9,0.9731543624161074,0.903125
13-11-5,3,UjaNet,DeepONMF_H3,1,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
13-11-5,3,UjaNet,DeepONMF_H3,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
13-11-5,3,UjaNet,DeepONMF_H3,3,156,40,0,4,0.98,0.975,1.0,1.0,0.9875
13-11-5,3,UjaNet,DeepONMF_H3,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
13-11-5,3,UjaNet,DeepONMF_H3,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
13-11-5,3,UjaNet,DeepONMF_W,1,153,37,3,7,0.95,0.95625,0.925,0.9807692307692307,0.940625
13-11-5,3,UjaNet,DeepONMF_W,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
13-11-5,3,UjaNet,DeepONMF_W,3,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
13-11-5,3,UjaNet,DeepONMF_W,4,154,38,2,6,0.96,0.9625,0.95,0.9871794871794872,0.95625
13-11-5,3,UjaNet,DeepONMF_W,5,157,34,6,3,0.955,0.98125,0.85,0.9631901840490797,0.9156249999999999
